title,text,text_clean,source,url,published_at,date_collected,word_count,sentiment_compound,sentiment_label,sentiment_pos,sentiment_neg,sentiment_neu
Space exploration mission achieves milestone,This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. ,sample article text space exploration mission achieves milestone,Wired,https://example.com/article-127,2025-01-15,2025-01-16,54,-0.45898765144283876,negative,0.19950135193506513,0.016428491646609398,0.6005591724937703
Economic indicators suggest steady growth,This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. ,sample article text economic indicators suggest steady growth,Fox News,https://example.com/article-128,2025-01-15,2025-01-16,74,-0.8960627804460876,negative,0.19908434679547166,0.16121868088137686,0.7759566849238282
Social media platform faces privacy concerns,This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. ,sample article text social media platform faces privacy concerns,CNN,https://example.com/article-129,2025-01-15,2025-01-16,130,0.3449102216117935,positive,0.22610897044490358,0.06738144688199459,0.6357318548398081
New AI breakthrough announced by researchers,This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. ,sample article text new ai breakthrough announced by researchers,The Verge,https://example.com/article-130,2025-01-15,2025-01-16,91,0.1999289385302898,positive,0.20946272475227395,0.27445377032043,0.6087181697349899
Climate change talks reach historic agreement,This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. ,sample article text climate change talks reach historic agreement,CNN,https://example.com/article-131,2025-01-15,2025-01-16,124,0.5874246447316008,positive,0.2575868412034063,0.29266239470482686,0.637696696405104
Stock market shows mixed signals amid uncertainty,This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. ,sample article text stock market shows mixed signals amid uncertainty,Wired,https://example.com/article-132,2025-01-15,2025-01-16,88,0.7815372152071239,positive,0.14979795588323852,0.09298107788058327,0.6191954346372794
Tech giant announces major product launch,This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. ,sample article text tech giant announces major product launch,BBC News,https://example.com/article-133,2025-01-15,2025-01-16,84,0.729814718763129,positive,0.18886297372008465,0.2509694439876999,0.6762360812702224
Scientists discover potential cancer treatment,This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. ,sample article text scientists discover potential cancer treatment,CNN,https://example.com/article-134,2025-01-15,2025-01-16,105,0.656950319821354,positive,0.26722794562862345,0.14432638451627577,0.6491035846463747
Political tensions rise over trade negotiations,This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. ,sample article text political tensions rise over trade negotiations,Wired,https://example.com/article-135,2025-01-15,2025-01-16,68,-0.03970185206686845,neutral,0.03775168190194461,0.22597386622423524,0.5816905564160898
Renewable energy costs continue to fall,This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. ,sample article text renewable energy costs continue to fall,BBC News,https://example.com/article-136,2025-01-15,2025-01-16,126,-0.45240830333960036,negative,0.4894657178079806,0.25193665783697117,0.7600981280034571
Space exploration mission achieves milestone,This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. ,sample article text space exploration mission achieves milestone,Reuters,https://example.com/article-137,2025-01-15,2025-01-16,127,0.5189642059704388,positive,0.0980565498467264,0.15165236373181012,0.6785146939101262
Economic indicators suggest steady growth,This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. ,sample article text economic indicators suggest steady growth,Reuters,https://example.com/article-138,2025-01-15,2025-01-16,136,0.5340269900989753,positive,0.27836079239168304,0.21624392889315197,0.7415944902073716
Social media platform faces privacy concerns,This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. ,sample article text social media platform faces privacy concerns,The Guardian,https://example.com/article-139,2025-01-15,2025-01-16,76,-0.3872822081495674,negative,0.07054092438885678,0.1219176924820566,0.5971970183320399
New AI breakthrough announced by researchers,This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. ,sample article text new ai breakthrough announced by researchers,BBC News,https://example.com/article-140,2025-01-15,2025-01-16,62,0.5882546586743165,positive,0.42406404773344175,0.03683306689881255,0.7629332227625882
Climate change talks reach historic agreement,This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. ,sample article text climate change talks reach historic agreement,BBC News,https://example.com/article-141,2025-01-15,2025-01-16,86,0.648354214867733,positive,0.31238063552162554,0.10075975714495052,0.7475321994267979
Stock market shows mixed signals amid uncertainty,This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. ,sample article text stock market shows mixed signals amid uncertainty,The Guardian,https://example.com/article-142,2025-01-15,2025-01-16,44,0.07909389419744975,positive,0.1725960724406378,0.23215035696040207,0.6088273683997837
Tech giant announces major product launch,This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. ,sample article text tech giant announces major product launch,MSNBC,https://example.com/article-143,2025-01-15,2025-01-16,125,-0.7134160536811851,negative,0.3898793873940154,0.03427137777611905,0.6697329859899681
Scientists discover potential cancer treatment,This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. ,sample article text scientists discover potential cancer treatment,BBC News,https://example.com/article-144,2025-01-15,2025-01-16,120,-0.4995943652102578,negative,0.13433867969247304,0.16249026439826006,0.6900434659478443
Political tensions rise over trade negotiations,This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. ,sample article text political tensions rise over trade negotiations,The Guardian,https://example.com/article-145,2025-01-15,2025-01-16,65,0.1684526629619005,positive,0.2628450911513429,0.05150378575449105,0.5816921979558107
Renewable energy costs continue to fall,This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. ,sample article text renewable energy costs continue to fall,NPR,https://example.com/article-146,2025-01-15,2025-01-16,81,0.8271539855764242,positive,0.2882582377571268,0.0822165662061618,0.666253400754738
Space exploration mission achieves milestone,This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. ,sample article text space exploration mission achieves milestone,The Verge,https://example.com/article-147,2025-01-15,2025-01-16,145,0.7552805331511214,positive,0.0700092693302245,0.07910514079038493,0.5799495180112647
Economic indicators suggest steady growth,This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. ,sample article text economic indicators suggest steady growth,Fox News,https://example.com/article-148,2025-01-15,2025-01-16,92,-0.024926933943840227,neutral,0.0876856393117248,0.27432358377748794,0.625631157467622
Social media platform faces privacy concerns,This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. ,sample article text social media platform faces privacy concerns,CNN,https://example.com/article-149,2025-01-15,2025-01-16,93,0.4910800494904119,positive,0.3690168082131852,0.02483960037753794,0.6809456328399165
New AI breakthrough announced by researchers,This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. ,sample article text new ai breakthrough announced by researchers,Wired,https://example.com/article-150,2025-01-15,2025-01-16,50,0.38090127193568,positive,0.17783635823247457,0.21571377155527363,0.5891365146869525
Climate change talks reach historic agreement,This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. ,sample article text climate change talks reach historic agreement,Wired,https://example.com/article-151,2025-01-15,2025-01-16,61,0.4546428418692347,positive,0.36628604860512515,0.06448211357722702,0.5093549405183854
Stock market shows mixed signals amid uncertainty,This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. ,sample article text stock market shows mixed signals amid uncertainty,BBC News,https://example.com/article-152,2025-01-15,2025-01-16,101,0.5558162410952167,positive,0.4776181563617395,0.046401642264970865,0.6869997652714972
Tech giant announces major product launch,This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. ,sample article text tech giant announces major product launch,Wired,https://example.com/article-153,2025-01-15,2025-01-16,56,0.3427261722375982,positive,0.20639677530337613,0.2114776649066859,0.6794858174804465
Scientists discover potential cancer treatment,This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. ,sample article text scientists discover potential cancer treatment,CNN,https://example.com/article-154,2025-01-15,2025-01-16,140,0.11454339881417877,positive,0.0011696953128891296,0.29030981646212595,0.5015761455675155
Political tensions rise over trade negotiations,This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. ,sample article text political tensions rise over trade negotiations,BBC News,https://example.com/article-155,2025-01-15,2025-01-16,100,0.3174070732879992,positive,0.39500677939592804,0.20716806973369217,0.6563902002240709
Renewable energy costs continue to fall,This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. ,sample article text renewable energy costs continue to fall,Reuters,https://example.com/article-156,2025-01-15,2025-01-16,47,0.8644451740533409,positive,0.3194746926671309,0.22771075366165494,0.7172309987819416
Space exploration mission achieves milestone,This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. ,sample article text space exploration mission achieves milestone,CNN,https://example.com/article-157,2025-01-15,2025-01-16,128,0.8834902801529899,positive,0.3233324595585817,0.2079525634370774,0.515478741997613
Economic indicators suggest steady growth,This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. ,sample article text economic indicators suggest steady growth,The Verge,https://example.com/article-158,2025-01-15,2025-01-16,56,0.08754062205358515,positive,0.09028767256366677,0.17038356916578884,0.7746464892764127
Social media platform faces privacy concerns,This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. ,sample article text social media platform faces privacy concerns,Fox News,https://example.com/article-159,2025-01-15,2025-01-16,87,0.642807227159814,positive,0.057641010623642186,0.12652879791915375,0.7386025513877292
New AI breakthrough announced by researchers,This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. ,sample article text new ai breakthrough announced by researchers,Reuters,https://example.com/article-160,2025-01-15,2025-01-16,57,-0.04451173853535251,neutral,0.26121728803558447,0.19336399518774663,0.6950502051329684
Climate change talks reach historic agreement,This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. ,sample article text climate change talks reach historic agreement,CNN,https://example.com/article-161,2025-01-15,2025-01-16,42,0.5265756149029869,positive,0.3481443879390699,0.10196248913041984,0.7174300314586285
Stock market shows mixed signals amid uncertainty,This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. ,sample article text stock market shows mixed signals amid uncertainty,BBC News,https://example.com/article-162,2025-01-15,2025-01-16,43,0.31799678715601876,positive,0.39536158241948177,0.09562575087962097,0.6877674129311028
Tech giant announces major product launch,This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. ,sample article text tech giant announces major product launch,CNN,https://example.com/article-163,2025-01-15,2025-01-16,94,-0.37651629004504117,negative,0.2309714252877938,0.29710239400253313,0.5000712570727653
Scientists discover potential cancer treatment,This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. ,sample article text scientists discover potential cancer treatment,Reuters,https://example.com/article-164,2025-01-15,2025-01-16,78,0.37636930643176686,positive,0.004742716814249037,0.015805150793168576,0.5265630231840854
Political tensions rise over trade negotiations,This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. ,sample article text political tensions rise over trade negotiations,Wired,https://example.com/article-165,2025-01-15,2025-01-16,147,0.45781412782802905,positive,0.49204173459964756,0.23048202415935545,0.6253300346502002
Renewable energy costs continue to fall,This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. ,sample article text renewable energy costs continue to fall,BBC News,https://example.com/article-166,2025-01-15,2025-01-16,42,0.6769449563505578,positive,0.2336553832688263,0.08910086293646466,0.7558465465075704
Space exploration mission achieves milestone,This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. ,sample article text space exploration mission achieves milestone,BBC News,https://example.com/article-167,2025-01-15,2025-01-16,92,0.008910853447089487,neutral,0.4938611948680158,0.1283319401207587,0.6152979941479045
Economic indicators suggest steady growth,This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. ,sample article text economic indicators suggest steady growth,MSNBC,https://example.com/article-168,2025-01-15,2025-01-16,76,0.23551580468530453,positive,0.393172507207776,0.026823300693677853,0.6252742327354786
Social media platform faces privacy concerns,This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. ,sample article text social media platform faces privacy concerns,CNN,https://example.com/article-169,2025-01-15,2025-01-16,64,-0.09697778105230126,negative,0.37167641144681207,0.019495922844868206,0.6204740709276463
